0x50d440	HouseClass::RespawnStartingForces	FUNC
0x50d9e0	HouseClass::GetInfSelfHealStep	FUNC
0x50d9f0	HouseClass::GetUnitSelfHealStep	FUNC
0x50e0e0	HouseClass::LostPoweredCenter	FUNC
0x50e1b0	HouseClass::GainedPoweredCenter	FUNC
0x510860	unknown	FUNC
0x5113f0	HouseTypeClass::HouseTypeClass	FUNC
0x513c20	HoverLocomotionClass::LocomotionClass	FUNC
0x514f70	HoverLocomotionClass::sub_514F70	FUNC
0x5164d0	HoverLocomotionClass::sub_5164D0	FUNC
0x517a50	InfantryClass::InfantryClass	FUNC
0x51c8b0	InfantryClass::GetFireError	FUNC
0x51e3b0	InfantryClass::MouseOverObject	FUNC
0x5236a0	InfantryTypeClass::InfantryTypeClass	FUNC
0x5256f0	INISection::~INIClass	FUNC
0x5257c0	INISection::Clear	FUNC
0x526810	INISection::GetSection	FUNC
0x526960	INISection::GetKeyCount	FUNC
0x526b00	INISection::Reset	FUNC
0x526cc0	INISection::GetKeyName	FUNC
0x526e80	INISection::WriteUUBlock	FUNC
0x526fb0	INISection::ReadUUBlock	FUNC
0x5275c0	INISection::WriteInteger	FUNC
0x5276d0	INISection::ReadInteger	FUNC
0x528660	INISection::WriteString	FUNC
0x528a10	INISection::ReadString	FUNC
0x528e00	INISection::WriteUnicodeString	FUNC
0x528f00	INISection::ReadUnicodeString	FUNC
